paper_id,year,track,team_number,school,title,award_level,award_confidence,page_count,char_count,extract_status,file_relpath,rendered_pages,notes
2006_X_最终正文_45eebb40,2006,,,,待确认,待确认,low,57,69592,ok,2006年中国研究生数学建模竞赛优秀论文/最终正文.pdf,,
2006_X_最终论文2_f52520e7,2006,,,,考虑航天器在仅受到地球万有引力、航天器自身发动机作用力的作用下作平,待确认,low,23,46836,ok,2006年中国研究生数学建模竞赛优秀论文/最终论文2.pdf,,
2006_X_确定高精度参数问题(正文),2006,,,,要对航天器实施有效的控制，首先必须建立其精确的数学模型。航天器在轨,待确认,low,25,33434,ok,2006年中国研究生数学建模竞赛优秀论文/确定高精度参数问题(正文).pdf,,
2006_X_论文_c1fe5db1,2006,,,,高校自主招生是高考改革中的一项新生事物，现在仍处于探索阶段。某高校,待确认,low,47,87776,ok,2006年中国研究生数学建模竞赛优秀论文/论文.pdf,,
2006_X_论文正文_92d56b28,2006,,,,高校自主招生是高考改革中的一项新生事务，现在仍处于探索阶段。学生面试问题,待确认,low,38,109369,ok,2006年中国研究生数学建模竞赛优秀论文/论文正文.pdf,,
2007_X_1000401-A_111e8fd0,2007,,1000401,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,22,36750,ok,2007年中国研究生数学建模竞赛优秀论文/1000401-A.pdf,,检测到广告/联系方式水印（未修改原文）
2007_X_1000633邮政运输网络中的邮路规划和邮车调整,2007,,1000633,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,25,34097,ok,2007年中国研究生数学建模竞赛优秀论文/1000633邮政运输网络中的邮路规划和邮车调整.pdf,,
2007_X_数模论文最终版_74de681d,2007,,,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,41,67752,ok,2007年中国研究生数学建模竞赛优秀论文/1001302-B/1001302/数模论文最终版.pdf,,
2007_X_1002701邮政运输网络中的邮路规划和邮车调度,2007,,1002701,,邮政运输网络中的邮路规划和邮车调度,待确认,low,18,24179,ok,2007年中国研究生数学建模竞赛优秀论文/1002701邮政运输网络中的邮路规划和邮车调度.pdf,,
2007_X_10052A论文_6be5a2df,2007,,,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,22,49299,ok,2007年中国研究生数学建模竞赛优秀论文/10052A论文.pdf,,检测到广告/联系方式水印（未修改原文）
2007_X_数学建模竞赛论文-01_a10b1854,2007,,,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,31,36088,ok,2007年中国研究生数学建模竞赛优秀论文/1028601/数学建模_1028601/数学建模竞赛论文-01.pdf,,检测到广告/联系方式水印（未修改原文）
2007_X_1029405邮政运输网络中的邮路规划和邮车调度,2007,,1029405,,邮政运输网络中的邮路规划和邮车调度,待确认,low,18,26701,ok,2007年中国研究生数学建模竞赛优秀论文/1029405邮政运输网络中的邮路规划和邮车调度.pdf,,
2007_X_1031910论文_9c310550,2007,,1031910,,邮政运输网络中的邮路规划和邮车调度问题,待确认,low,32,34023,ok,2007年中国研究生数学建模竞赛优秀论文/1031910论文.pdf,,
2007_X_1042609_1cb783f7,2007,,1042609,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,40,71991,ok,2007年中国研究生数学建模竞赛优秀论文/1042609.pdf,,
2007_X_正式论文_c83eb636,2007,,,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,19,23669,ok,2007年中国研究生数学建模竞赛优秀论文/1048701-D/论文/正式论文.pdf,,
2007_C_1053306队C题论文,2007,C,1053306,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,24,23672,ok,2007年中国研究生数学建模竞赛优秀论文/1053306队C题论文及源代码/1053306队C题论文及源代码/1053306队C题论文.pdf,,
2007_X_1107502_d3e62617,2007,,1107502,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,27,49399,ok,2007年中国研究生数学建模竞赛优秀论文/1107502.pdf,,
2007_X_9000212 国防科大 王小强 黎渊  杨子煜,2007,,9000212,,食品卫生安全保障体系的数学模型及改进,待确认,low,25,30708,ok,2007年中国研究生数学建模竞赛优秀论文/9000212 国防科大 王小强 黎渊  杨子煜.pdf,,检测到广告/联系方式水印（未修改原文）
2007_X_9003803（D）_080c47ff,2007,,9003803,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,32,43127,ok,2007年中国研究生数学建模竞赛优秀论文/9003803（D）.pdf,,
2007_X_机械臂运动路径设计问题1,2007,,,,机械臂运动路径设计问题,待确认,low,22,29004,ok,2007年中国研究生数学建模竞赛优秀论文/机械臂运动路径设计问题1.pdf,,
2007_X_正文_6bf63f0c,2007,,,,高速公路路面的寿命对降低高速公路的运行成本、保障运输安全有着极其重,待确认,low,26,38325,ok,2007年中国研究生数学建模竞赛优秀论文/正文.pdf,,检测到广告/联系方式水印（未修改原文）
2007_X_论文_04abd2e4,2007,,,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,22,49299,ok,2007年中国研究生数学建模竞赛优秀论文/论文.pdf,,检测到广告/联系方式水印（未修改原文）
2007_X_邮政运输网络中的邮路规划和邮车调整,2007,,,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,25,34097,ok,2007年中国研究生数学建模竞赛优秀论文/邮政运输网络中的邮路规划和邮车调整.pdf,,
2007_X_邮政运输规划(1029301),2007,,1029301,参赛学校,全国第四届研究生数学建模竞赛,待确认,low,35,49005,ok,2007年中国研究生数学建模竞赛优秀论文/邮政运输规划(1029301).pdf,,
2008_X_城市道路交通实时控制方案,2008,,,,全国第五届研究生数学建模竞赛,待确认,low,34,45484,ok,2008年中国研究生数学建模竞赛优秀论文/1085601B/1085601/城市道路交通实时控制方案.pdf,,检测到广告/联系方式水印（未修改原文）
2008_A_9000510_c455e92c,2008,A,9000510,,今年5 月12 日14：28 在我国四川汶川地区发生了8.0 级强烈地震，给人民生命,待确认,low,26,39570,ok,2008年中国研究生数学建模竞赛优秀论文/9000510A/9000510.pdf,,
2008_X_9004521_93e4580c,2008,,9004521,,全国第五届研究生数学建模竞赛,待确认,low,34,51331,ok,2008年中国研究生数学建模竞赛优秀论文/9004521A/9004521/9004521.pdf,,
2009_B_2009论文正文_05d80ef5,2009,B,,,研究背景与问题重述,待确认,low,20,39834,ok,2009年中国研究生数学建模竞赛优秀论文/1001007B/1001007B/2009论文正文.pdf,,检测到广告/联系方式水印（未修改原文）
2009_X_1001303D_5f2fc146,2009,,1001303,,全国第六届研究生数学建模竞赛,待确认,low,32,31881,ok,2009年中国研究生数学建模竞赛优秀论文/1001303D.pdf,,
2009_D_1014605_110警车配置及巡逻方案,2009,D,1014605,,全国第六届研究生数学建模竞赛,待确认,low,39,61781,ok,2009年中国研究生数学建模竞赛优秀论文/1014605D/1014605D/1014605D/1014605_110警车配置及巡逻方案.pdf,,
2009_A_1021308A_2996d792,2009,A,1021308,黑龙江省大学,全国第六届研究生数学建模竞赛,待确认,low,42,64507,ok,2009年中国研究生数学建模竞赛优秀论文/1021308A/1021308A.pdf,,
2009_D_数模竞赛论文_0cac47af,2009,D,,,全国第六届研究生数学建模竞赛,待确认,low,31,39345,ok,2009年中国研究生数学建模竞赛优秀论文/1025106D/1025106D/数模竞赛论文.pdf,,
2009_B_1028402B_6995c1e2,2009,B,1028402,,全国第六届研究生数学建模竞赛,待确认,low,22,27384,ok,2009年中国研究生数学建模竞赛优秀论文/1028402B/1028402B/1028402B.pdf,,
2009_X_1028625B (1),2009,,1028625,,全国第六届研究生数学建模竞赛,待确认,low,28,32658,ok,2009年中国研究生数学建模竞赛优秀论文/1028625B (1).pdf,,
2009_B_论文_0157f903,2009,B,,,全国第六届研究生数学建模竞赛,待确认,low,40,53400,ok,2009年中国研究生数学建模竞赛优秀论文/1029498 B/1029498 B/论文.pdf,,
2009_X_1035302A_c1e90e4f,2009,,1035302,大量大学,全国第六届研究生数学建模竞赛,待确认,low,18,28511,ok,2009年中国研究生数学建模竞赛优秀论文/1035302A.pdf,,
2009_X_1037801A_c840541a,2009,,1037801,,全国第六届研究生数学建模竞赛,待确认,low,34,52735,ok,2009年中国研究生数学建模竞赛优秀论文/1037801A.pdf,,检测到广告/联系方式水印（未修改原文）
2009_D_数模论文_22453d2e,2009,D,,,全国第六届研究生数学建模竞赛,待确认,low,30,34715,ok,2009年中国研究生数学建模竞赛优秀论文/1038417D/数模论文.pdf,,
2009_X_论文1042215B 最终,2009,,1042215,,全国第六届研究生数学建模竞赛,待确认,low,56,77326,ok,2009年中国研究生数学建模竞赛优秀论文/1042215B/1042215B论文+程序/论文1042215B 最终.pdf,,
2009_B_基于特征曲线提取和自由曲面匹配的弹头自动比对建模,2009,B,,,全国第六届研究生数学建模竞赛,待确认,low,37,46221,ok,2009年中国研究生数学建模竞赛优秀论文/1042255B/1042255B/基于特征曲线提取和自由曲面匹配的弹头自动比对建模.pdf,,
2009_X_1048611A_6d0da813,2009,,1048611,,全国第六届研究生数学建模竞赛,待确认,low,70,120548,ok,2009年中国研究生数学建模竞赛优秀论文/1048611A.pdf,,
2009_A_1050401A_6ee665d7,2009,A,1050401,,全国第六届研究生数学建模竞赛,待确认,low,51,125655,ok,2009年中国研究生数学建模竞赛优秀论文/1050401A/1050401A/1050401A.pdf,,
2009_X_1061306-正文_d9c0c33a,2009,,1061306,,关于我国就业人数的数学模型及前景预测,待确认,low,39,79577,ok,2009年中国研究生数学建模竞赛优秀论文/1061306/1061306/1061306-正文.pdf,,
2009_X_封面及正文_f0c698ee,2009,,,,全国第六届研究生数学建模竞赛,待确认,low,23,33069,ok,2009年中国研究生数学建模竞赛优秀论文/1061403B/1061403B/封面及正文/封面及正文.pdf,,
2009_B_基于三维测量仪器的子弹自动对比方法的研究,2009,B,,,全国第六届研究生数学建模竞赛,待确认,low,28,41045,ok,2009年中国研究生数学建模竞赛优秀论文/1069809B/1069809B/基于三维测量仪器的子弹自动对比方法的研究.pdf,,
2009_A_1164601A论文_5f8f26aa,2009,A,1164601,,全国第六届研究生数学建模竞赛,待确认,low,30,47944,ok,2009年中国研究生数学建模竞赛优秀论文/1164601A/1164601A论文.pdf,,
2009_D_1190319D_d3c2dfd7,2009,D,1190319,,全国第六届研究生数学建模竞赛,待确认,low,31,38813,ok,2009年中国研究生数学建模竞赛优秀论文/1190319D/1190319D/1190319D.pdf,,
2009_D_1194207D_4398eca0,2009,D,1194207,,全国第六届研究生数学建模竞赛,待确认,low,31,28295,ok,2009年中国研究生数学建模竞赛优秀论文/1194207D/1194207D/1194207D.pdf,,
2009_A_1194218A_246c28cb,2009,A,1194218,,全国第六届研究生数学建模竞赛,待确认,low,31,45684,ok,2009年中国研究生数学建模竞赛优秀论文/1194218A/1194218A/1194218A.pdf,,
2009_A_我国就业人数或城镇登记失业率的数学建模,2009,A,,,失业、经济增长和通货膨胀为宏观经济中特别重要的三个指标，就业（或者,待确认,low,22,19680,ok,2009年中国研究生数学建模竞赛优秀论文/1942207A/1942207A/我国就业人数或城镇登记失业率的数学建模.pdf,,
2009_D_D-国防科学技术大学-熊晓雯、张斌、李厚森,2009,D,,,全国第六届研究生数学建模竞赛,待确认,low,18,23405,ok,2009年中国研究生数学建模竞赛优秀论文/9000208-D/D-国防科学技术大学-熊晓雯、张斌、李厚森.pdf,,
2009_X_9000221-A_d2b857be,2009,,9000221,,全国第六届研究生数学建模竞赛,待确认,low,54,119817,ok,2009年中国研究生数学建模竞赛优秀论文/9000221-A.pdf,,检测到广告/联系方式水印（未修改原文）
2009_B_论文_d80eb46c,2009,B,,,全国第六届研究生数学建模竞赛,待确认,low,36,59974,ok,2009年中国研究生数学建模竞赛优秀论文/9000246-B/9000246-B/论文.pdf,,
2009_X_2009建模论文v6_7faad3e8,2009,,,,全国第六届研究生数学建模竞赛,待确认,low,30,44668,ok,2009年中国研究生数学建模竞赛优秀论文/9000515B/90005151/2009建模论文v6.pdf,,
2009_A_9000534A_d84fe65c,2009,A,9000534,,全国第六届研究生数学建模竞赛,待确认,low,36,61369,ok,2009年中国研究生数学建模竞赛优秀论文/9000534A/9000534A.pdf,,
2009_B_9000624-B题-论文正文-王辉赞，黄志松，姚雪峰,2009,B,9000624,,枪弹发射后，弹头上留下了枪管膛线的擦痕痕迹。枪管有4 条凸膛线共8 个棱，分,待确认,low,40,54675,ok,2009年中国研究生数学建模竞赛优秀论文/9000624B/9000624-B题-论文正文-王辉赞，黄志松，姚雪峰.pdf,,
2009_A_城镇登记失业率的研究与预测,2009,A,,,全国第六届研究生数学建模竞赛,待确认,low,41,70232,ok,2009年中国研究生数学建模竞赛优秀论文/9002102A/9002102A/城镇登记失业率的研究与预测.pdf,,检测到广告/联系方式水印（未修改原文）
2009_A_9004512A_96b7f3b3,2009,A,9004512,,全国第六届研究生数学建模竞赛,待确认,low,27,40969,ok,2009年中国研究生数学建模竞赛优秀论文/9004512A/9004512A/9004512A.pdf,,检测到广告/联系方式水印（未修改原文）
2009_D_9006806D_22f48dd0,2009,D,9006806,,本题目讨论的是在一组特定的约束条件下的警车优化配置和警车巡逻方案,待确认,low,20,17752,ok,2009年中国研究生数学建模竞赛优秀论文/9006806D/9006806D/9006806D.pdf,,
2009_A_k000005A_35dede25,2009,A,,,全国第六届研究生数学建模竞赛,待确认,low,56,99435,ok,2009年中国研究生数学建模竞赛优秀论文/k000005A/k000005A/k000005A.pdf,,
2009_X_我国就业人数数学建模1194301,2009,,1194301,,全国第六届研究生数学建模竞赛,待确认,low,49,77583,ok,2009年中国研究生数学建模竞赛优秀论文/我国就业人数数学建模1194301.pdf,,检测到广告/联系方式水印（未修改原文）
2010_A_10145008(A题),2010,A,10145008,,全国第七届研究生数学建模竞赛,待确认,low,41,49513,ok,2010年中国研究生数学建模竞赛优秀论文/2010A/10145008(A题)参赛论文/D.486069576.20495/10145008(A题)/10145008(A题)/10145008(A题).pdf,,检测到广告/联系方式水印（未修改原文）
2010_A_基于神经网络MIV值分析的肿瘤信息基因提取,2010,A,,中山大学,全国第七届研究生数学建模竞赛,待确认,low,34,43411,ok,2010年中国研究生数学建模竞赛优秀论文/2010A/10255012A东华大学/10255012东华大学-王紫微，叶奇旺，徐信诚A题/基于神经网络MIV值分析的肿瘤信息基因提取.pdf,,检测到广告/联系方式水印（未修改原文）
2010_A_10286037_A题_62426f93,2010,A,10286037,,全国第七届研究生数学建模竞赛,待确认,low,36,44976,ok,2010年中国研究生数学建模竞赛优秀论文/2010A/10286037_A题.pdf,,
2010_X_数模论文041_8389ee8b,2010,,,中山大学,全国第七届研究生数学建模竞赛,待确认,low,29,50017,ok,2010年中国研究生数学建模竞赛优秀论文/2010A/10286041/10286041/数模论文041.pdf,,
2010_A_10291006(A题),2010,A,10291006,中山大学,全国第七届研究生数学建模竞赛,待确认,low,24,38077,ok,2010年中国研究生数学建模竞赛优秀论文/2010A/10291006(A题).pdf,,检测到广告/联系方式水印（未修改原文）
2010_A_10613001(A题),2010,A,10613001,中山大学,全国第七届研究生数学建模竞赛,待确认,low,32,41025,ok,2010年中国研究生数学建模竞赛优秀论文/2010A/10613001A/10613001(A题)/10613001(A题).pdf,,
2010_A_2010年A题_276f7ed5,2010,A,,中山大学,全国第七届研究生数学建模竞赛,待确认,low,20,25471,ok,2010年中国研究生数学建模竞赛优秀论文/2010A/k0000057A/k0000057 A题/2010年A题.pdf,,检测到广告/联系方式水印（未修改原文）
2010_A_论文_A题_k00000151_-HK(Last_version)2,2010,A,00000151,,Journal of Computational and Applied Mathematics,待确认,low,6,23035,ok,2010年中国研究生数学建模竞赛优秀论文/2010A/论文_A题_k00000151_-HK(Last_version)2.pdf,,
2010_X_2010年研究生数学建模论文,2010,,,中山大学,全国第七届研究生数学建模竞赛,待确认,low,15,12001,ok,2010年中国研究生数学建模竞赛优秀论文/2010B/10109001/10109001陈栋梁、叶泉、陈芳芳/2010年研究生数学建模论文.pdf,,
2010_B_吉林大学数学建模-B题_0e77f888,2010,B,,中山大学,全国第七届研究生数学建模竞赛,待确认,low,14,19397,ok,2010年中国研究生数学建模竞赛优秀论文/2010B/10183003B/吉林大学10183003队B题/吉林大学数学建模-B题.pdf,,
2010_X_数学建模论文_电子版_9106cfd3,2010,,,中山大学,全国第七届研究生数学建模竞赛,待确认,low,36,74282,ok,2010年中国研究生数学建模竞赛优秀论文/2010B/10188002.B.崔卫丽 黄小波 李松寒/10188002.B.崔卫丽 黄小波 李松寒/数学建模论文_电子版.pdf,,
2010_B_10291003B_4171f305,2010,B,10291003,中山大学,全国第七届研究生数学建模竞赛,待确认,low,36,59182,ok,2010年中国研究生数学建模竞赛优秀论文/2010B/10291003B/10291003B.pdf,,
2010_B_10407002_0d4503e9,2010,B,10407002,中山大学,全国第七届研究生数学建模竞赛,待确认,low,33,58615,ok,2010年中国研究生数学建模竞赛优秀论文/2010B/10407002.pdf,,
2010_X_探讨重物落水后运动过程的数学模型,2010,,,,我国经常发生洪水、溃坝溃堤，进而引发泥石流灾害对国家和人民生命财,待确认,low,24,64312,ok,2010年中国研究生数学建模竞赛优秀论文/2010B/10491001B/10491001/探讨重物落水后运动过程的数学模型.pdf,,
2010_X_论文（终）_452750de,2010,,,中山大学,全国第七届研究生数学建模竞赛,待确认,low,30,51942,ok,2010年中国研究生数学建模竞赛优秀论文/2010B/10491009B/10491009论文及附件/论文（终）.pdf,,
2010_B_10561008B_fbfa26d8,2010,B,10561008,华南理工大学,与封堵溃口有关的重物落水后的运动过程,待确认,low,7,8343,ok,2010年中国研究生数学建模竞赛优秀论文/2010B/10561008B.pdf,,
2010_C_2010研究生数学建模-10248012,2010,C,10248012,中山大学,全国第七届研究生数学建模竞赛,待确认,low,38,203838,ok,2010年中国研究生数学建模竞赛优秀论文/2010C/10248012C/2010研究生数学建模-10248012.pdf,,
2010_C_10386017C_8942547e,2010,C,10386017,中山大学,全国第七届研究生数学建模竞赛,待确认,low,19,26146,ok,2010年中国研究生数学建模竞赛优秀论文/2010C/10386017C.pdf,,
2010_X_10422016_8ef15332,2010,,10422016,中山大学,全国第七届研究生数学建模竞赛,待确认,low,46,58367,ok,2010年中国研究生数学建模竞赛优秀论文/2010C/10422016C/10422016/论文/10422016.pdf,,检测到广告/联系方式水印（未修改原文）
2010_C_10491004C_2f8e566e,2010,C,10491004,中山大学,全国第七届研究生数学建模竞赛,待确认,low,33,40953,ok,2010年中国研究生数学建模竞赛优秀论文/2010C/10491004C.pdf,,
2010_X_神经元的形态分类和识别(10701001),2010,,10701001,中山大学,全国第七届研究生数学建模竞赛,待确认,low,25,46180,ok,2010年中国研究生数学建模竞赛优秀论文/2010C/10701001C/神经元的形态分类和识别(10701001)/神经元的形态分类和识别(10701001).pdf,,
2010_C_10749007C_7e72a791,2010,C,10749007,中山大学,全国第七届研究生数学建模竞赛,待确认,low,15,18432,ok,2010年中国研究生数学建模竞赛优秀论文/2010C/10749007C.pdf,,
"2010_C_C-90002064-国防科技大学-江荣,刘强,刘权",2010,C,90002064,中山大学,全国第七届研究生数学建模竞赛,待确认,low,21,41719,ok,"2010年中国研究生数学建模竞赛优秀论文/2010C/90002064C/C-90002064-国防科技大学-江荣,刘强,刘权/C-90002064-国防科技大学-江荣,刘强,刘权.pdf",,
2010_C_90068006C_bc6410d4,2010,C,90068006,中山大学,全国第七届研究生数学建模竞赛,待确认,low,29,35186,ok,2010年中国研究生数学建模竞赛优秀论文/2010C/90068006C.pdf,,
2010_X_10054039_2df06e85,2010,,10054039,中山大学,全国第七届研究生数学建模竞赛,待确认,low,49,94906,ok,2010年中国研究生数学建模竞赛优秀论文/2010D/10054039/10054039/10054039.pdf,,
2010_D_2010年建模论文 10247038 D题,2010,D,10247038,中山大学,全国第七届研究生数学建模竞赛,待确认,low,24,58512,ok,2010年中国研究生数学建模竞赛优秀论文/2010D/10247038D/2010建模论文 10247038 D题/2010年建模论文 10247038 D题.pdf,,
2010_D_复杂母线回转工件磨削加工方案研究,2010,D,,,复杂母线回转工件磨削加工方案研究,待确认,low,12,11875,ok,2010年中国研究生数学建模竞赛优秀论文/2010D/10247038D/2010建模论文 10247038 D题/复杂母线回转工件磨削加工方案研究.pdf,,
2010_D_10359003-D_c0383f5b,2010,D,10359003,中山大学,全国第七届研究生数学建模竞赛,待确认,low,23,35052,ok,2010年中国研究生数学建模竞赛优秀论文/2010D/10359003-D.pdf,,检测到广告/联系方式水印（未修改原文）
2010_X_论文（终稿）_54a98eaa,2010,,,中山大学,全国第七届研究生数学建模竞赛,待确认,low,27,27126,ok,2010年中国研究生数学建模竞赛优秀论文/2010D/10613020D/10613020(D题)/第七届研究生数学建模/论文/论文（终稿）.pdf,,
2010_X_特殊工件磨削加工的数学建模,2010,,,,4.1 圆柱型砂轮加工的法线一致最小偏差模型（问题一） ................... 3,待确认,low,44,52314,ok,2010年中国研究生数学建模竞赛优秀论文/2010D/10856006/参赛号：10856006/特殊工件磨削加工的数学建模.pdf,,
2010_D_90068005_69e31508,2010,D,90068005,中山大学,全国第七届研究生数学建模竞赛,待确认,low,23,33750,ok,2010年中国研究生数学建模竞赛优秀论文/2010D/90068005.pdf,,
2010_D_数模论文终版_c91b4daa,2010,D,,中山大学,全国第七届研究生数学建模竞赛,待确认,low,22,17872,ok,2010年中国研究生数学建模竞赛优秀论文/2010D/数模论文终版.pdf,,
2010_D_磨削加工具有复杂母线的旋转体的微分模型,2010,D,,,I1Ô3ïÄ)êÆï ¿m,待确认,low,26,32543,ok,2010年中国研究生数学建模竞赛优秀论文/2010D/磨削加工具有复杂母线的旋转体的微分模型.pdf,,
